Modelo,HitRate@10,Precision@10,MAP@10,nDCG@10
Favorite Artist Popular,0.45454545454545453,0.06363636363636363,0.017965367965367966,0.05737675707830427
Most Popular,0.09090909090909091,0.045454545454545456,0.020158730158730157,0.03674894257101704
Random,0.36363636363636365,0.03636363636363637,0.007449494949494948,0.03095633571906883
