Modelo,HitRate@10,Precision@10,MAP@10,nDCG@10
Random,0.0,0.0,0.0,0.0
Most Popular,0.000925,9.249999999999981e-05,0.00014737764550264544,0.0003197807547618342
Playlist Name Popular,0.013766666666666667,0.0013766666666666242,0.004815406746031743,0.006874907713517058
Two-Stage Cooc+Rerank,0.14596666666666666,0.01459666666666252,0.08142506613756703,0.09646903440029318
Two-Stage + LastFM,0.14596666666666666,0.01459666666666252,0.08142506613756703,0.09646903440029318
